song_name,artist_names,genres,parent_genres,album,release_date,spotify_track_id,yearly_streams,artist_ids
Bonne journée,"Booba, SDM",pop urbaine,Hip Hop,ULTRA,2021-03-04,3jRTJfW2nvUM4eoZoihnfW,870096,"58wXmynHaAWI5hwlPZP3qL, 0LKAV3zJ8a8AIGnyc5OvfB"
RST,Booba,pop urbaine,Hip Hop,ULTRA,2021-03-04,4aiIh5wCetSjn6IuU9QX1F,869421,58wXmynHaAWI5hwlPZP3qL
Ultra,Booba,pop urbaine,Hip Hop,ULTRA,2021-03-04,0jKtpN3rsW1831n2w6OfH9,831642,58wXmynHaAWI5hwlPZP3qL
Aventador,"Capital Bra, Jamule",german hip hop,Hip Hop,Aventador,2021-03-04,5T7pVU8KMd7hpyqfWt0nhy,818857,"4WZGDpNwrC0vNQyl9QzF7d, 4sVieJlKgpZ2k9ESNS5IdN"
SYGL (feat. Shindy),"CRO, Shindy","german hip hop, german pop","Hip Hop, Pop",SYGL (feat. Shindy),2021-03-04,1tUF7dEhqmV2Z1pTsGAGnD,817286,"3utZ2yeQk0Z3BCOBWP7Vlu, 5j21TGkrNEAJe3gG9VlS34"
VVV,"Booba, Maes",pop urbaine,Hip Hop,ULTRA,2021-03-04,0Q1ZthgaRH9sLIHHDrzX4X,813545,"58wXmynHaAWI5hwlPZP3qL, 6L34dW6SKMSDaGIfYDU19j"
Je sais,Booba,pop urbaine,Hip Hop,ULTRA,2021-03-04,352ZjWTgxP3OOjsZYpv0kz,795341,58wXmynHaAWI5hwlPZP3qL
Azerty,Booba,pop urbaine,Hip Hop,ULTRA,2021-03-04,4uqh1AFQaNojpqgtQFgUPE,790840,58wXmynHaAWI5hwlPZP3qL
Vue sur la mer,"Booba, Dala","pop urbaine, ",Hip Hop,ULTRA,2021-03-04,6cXNliTOTb6IrU4YhyH10J,783883,"58wXmynHaAWI5hwlPZP3qL, 6kvvDgFMvd02LlVlGX55GN"
Sacrifice,Bebe Rexha,,,Sacrifice,2021-03-05,1RSBK5VWdjPjHEmRhAkS4Q,776401,64M6ah0SkkRsnPGtGiRAbb
Batom de Cereja - Ao Vivo,Israel & Rodolffo,"sertanejo, sertanejo universitário, piseiro, agronejo, arrocha","Country, Latin","Aqui e Agora, Vol.1 (Ao Vivo)",2021-01-29,2MZQAvsA7aZDssppBLRxYp,117990636,41QLxRXlc2NwfJZkHGHKid
Wellerman - Sea Shanty,Nathan Evans,sea shanties,Metal,Wellerman (Sea Shanty),2021-01-21,54OBgO0Xwu20Jak9TMXbR7,751622,1PKErrAhYFdfrDymGHRQRo
ZITTI E BUONI,Måneskin,,,Teatro d'ira - Vol. I,2021-03-19,776AftMmFFAWUIEAb3lHhw,175040204,0lAWpj5szCSwM4rUMHYmrr
VOCE,Madame,italian trap,Hip Hop,VOCE,2021-03-03,1eIS75JS5rfbJpSu6ZC9EO,3472558,1vgQksyJ0IVz8y9XerEOy3
La genesi del tuo colore,Irama,,,La genesi del tuo colore,2021-03-04,0HyDNYQmQ3obfA81D3y9tG,715033,5iot8OPcosJN9nCl7I5SdK
Musica leggerissima,"Colapesce, Dimartino",italian singer-songwriter,Folk/Acoustic,I Mortali²,2021-03-03,5vYXOk1umkpp7JhXZm6rDI,5665133,"2KX2VLr3Eu6sn6EtxzCtvf, 1k3zqz5SgrYCE0wpcfJX3g"
Beautiful Mistakes (feat. Megan Thee Stallion),"Maroon 5, Megan Thee Stallion","pop, ",Pop,JORDI (Deluxe),2021-06-11,5zFglKYiknIxks8geR8rcL,297969587,"04gDigrS5kc9YWfZHwBETP, 181bsRPaVXVlUKXrxwZfHK"
No Role Modelz,J. Cole,rap,Hip Hop,2014 Forest Hills Drive,2014-12-09,68Dni7IE4VyPkTOH9mRWHr,103950864,6l3HvQ5sa6mXTsMTB19rO5
Cupid's Chokehold / Breakfast in America,Gym Class Heroes,,,The Papercut Chronicles,2005-02-22,2Lhdl74nwwVGOE2Gv35QuK,65915355,4IJczjB0fJ04gs4uvP0Fli
On The Ground,ROSÉ,k-pop,Pop,R,2021-03-12,2pn8dNVSpYnAtlKFC8Q0DJ,81180398,3eVa5w3URK5duf6eyVDbu9
Gone,ROSÉ,k-pop,Pop,R,2021-03-12,2dHoVW9AxJVSRebPRyV2aA,29402596,3eVa5w3URK5duf6eyVDbu9
Follow You,Imagine Dragons,,,Mercury - Act 1,2021-09-03,375kzpRydDdOxOSCGMK53b,125109622,53XhwfbYqKCa1cC15pYq2q
Dámelo To’ (feat. Myke Towers),"Selena Gomez, Myke Towers","pop, reggaeton, trap latino, urbano latino","Pop, Latin",Revelación - EP,2021-03-12,36CiGk9oRdwTnBDMgKEfjl,6426522,"0C8ZW7ezQVs4URX5aX7Kqx, 7iK8PXO48WeuP03g8YR51W"
DAYWALKER! (feat. CORPSE),"mgk, CORPSE",dark trap,Hip Hop,DAYWALKER! (feat. CORPSE),2021-03-12,2NnJpRXIlx35Vij3bPZO0h,2288913,"6TIYQ3jFPwQSRmorSezPxX, 7yntSJ6uojO3z6GFUVwhAW"
LOST,"NF, Hopsin","christian hip hop, ",Hip Hop,LOST,2021-03-11,2MZrOmrVxRmmOoFW6dhenG,1973245,"6fOMl44jA4Sp5b9PpYCkzz, 7EWU4FhUJM1sZQgQKdENeT"
Patience (feat. YUNGBLUD & Polo G),"KSI, YUNGBLUD, Polo G",,,Patience (feat. YUNGBLUD & Polo G),2021-03-12,5J5CpT6bgE6KYKk23jgp9W,6155698,"1nzgtKYFckznkcVMR3Gg4z, 6Ad91Jof8Niiw0lGLLi3NW, 6AgTAQt8XS6jRWi4sX7w49"
"L-Gante: Bzrp Music Sessions, Vol.38","Bizarrap, L-Gante","argentine trap, trap latino, urbano latino, rkt, turreo","Hip Hop, Latin","L-Gante: Bzrp Music Sessions, Vol. 38",2021-03-10,1Crj1zkRMpsEjb9NOR6Zof,50920088,"716NhGYqD1jl2wI1Qkgq36, 4YYxffPVDFe9XoqqbRW6Bq"
Travesuras - Remix,"Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie","reggaeton, trap latino, urbano latino, latin",Latin,Travesuras (Remix),2021-03-11,0VWLId2RwPCno9s1cJm2Vy,63244014,"5hdhHgpxyniooUiQVaPxQ0, 1fux65HMCBvfJHqlBc4Nno, 1i8SpTcr7yvPOmcqrbnVXY, 1wZtkThiXbVNtj6hee6dz9, 7iK8PXO48WeuP03g8YR51W, 2oT7xd9iTO2ejLsNGIMa5f"
Feels (feat. Khalid),"WATTS, Khalid",,,Feels (feat. Khalid),2021-03-12,6LZ9FO9UsGIcTKbShnfNsG,873126,"4B3aifxHtpcKHuNi12lmSt, 6LuN9FCkKOj5PcnpouEgny"
Troca de Calçada,Marília Mendonça,"sertanejo, sertanejo universitário, arrocha, forró","Country, Latin",Troca de Calçada,2021-01-29,4AAIAVjSyiq1N7SXKkwXZe,2474654,1yR65psqiazQpeM79CcGh8
To the Bone,Pamungkas,"indonesian indie, indonesian pop","Rock, Pop",Flying Solo,2019-06-14,3pCt2wRdBDa2kCisIdHWgF,5909677,7d86ERlvO5UG44j7Va0Y0C
cardigan,Taylor Swift,,,folklore,2020-07-24,4R2kfaDFhslZEMJqAFNpdd,3203934,06HL4z0CvFAxyc27GXpf02
exile (feat. Bon Iver),"Taylor Swift, Bon Iver",indie folk,Folk/Acoustic,folklore,2020-07-24,4pvb0WLRcMtbPGmtejJJ6y,6391316,"06HL4z0CvFAxyc27GXpf02, 4LEiUm1SRbFMgfqnQTwUbQ"
When I Was Your Man,Bruno Mars,,,Unorthodox Jukebox,2012-12-05,0B7wvvmu9EISAwZnOpjhNI,7844793,0du5cEVh5yTK9QJze8zA0C
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, GIVĒON",r&b,R&B,Justice,2021-03-19,4iJyoBOLtHqaGxP12qzhQI,950706042,"1uNFoZAHBGtllmzznpCI3s, 20wkVLutqVOYrc0kxFs7rA, 4fxd5Ee7UefO4CUXgwJ7IP"
As I Am (feat. Khalid),"Justin Bieber, Khalid",,,Justice,2021-03-19,6F2r4HgpJnvKDmkN6JEN6J,68888984,"1uNFoZAHBGtllmzznpCI3s, 6LuN9FCkKOj5PcnpouEgny"
Unstable (feat. The Kid LAROI),"Justin Bieber, The Kid LAROI",,,Justice,2021-03-19,137mSruegm1u6x9NvwiagR,24625764,"1uNFoZAHBGtllmzznpCI3s, 2tIP7SsRs7vjIcLrU85W8J"
2 Much,Justin Bieber,,,Justice,2021-03-19,0oaY19dUwZimIgzn3ZZLZO,16734880,1uNFoZAHBGtllmzznpCI3s
Deserve You,Justin Bieber,,,Justice,2021-03-19,5NU40QTlXrDUJzDBdv79bg,16486296,1uNFoZAHBGtllmzznpCI3s
Off My Face,Justin Bieber,,,Justice,2021-03-19,3T03rPwlL8NVk1yIaxeD8U,21709160,1uNFoZAHBGtllmzznpCI3s
Die For You (feat. Dominic Fike),"Justin Bieber, Dominic Fike",,,Justice,2021-03-19,7aely3H8kMj9o0gt6vXHE1,13437909,"1uNFoZAHBGtllmzznpCI3s, 6USv9qhCn6zfxlBQIYJ9qs"
Love You Different (feat. BEAM),"Justin Bieber, BEAM",,,Justice,2021-03-19,27UcQ6dAvQrgH9C880rCM3,12518515,"1uNFoZAHBGtllmzznpCI3s, 46MWeeHNVMYRIIofQBEX98"
Loved By You (feat. Burna Boy),"Justin Bieber, Burna Boy","afrobeats, afrobeat, afropop, afroswing, dancehall, afropiano","Traditional music, R&B, Pop",Justice,2021-03-19,2tB9OFgAHjAds3cqquLlvp,13922109,"1uNFoZAHBGtllmzznpCI3s, 3wcj11K77LjEY1PkEazffa"
Ghost,Justin Bieber,,,Justice,2021-03-19,6I3mqTwhRpn34SLVafSH7G,167559838,1uNFoZAHBGtllmzznpCI3s
Somebody,Justin Bieber,,,Justice,2021-03-19,3buwFfY33H32wfZ6X9poV3,9762992,1uNFoZAHBGtllmzznpCI3s
White Dress,Lana Del Rey,,,Chemtrails Over The Country Club,2021-03-19,4Hl9rOqYomojCmxYfr25im,4012863,00FQb4jTyendYWaN8pK0wa
Headshot (feat. Polo G & Fivio Foreign),"Lil Tjay, Polo G, Fivio Foreign","brooklyn drill, melodic rap, new york drill, drill, uk drill","Hip Hop, Pop",Destined 2 Win,2021-04-02,4eNOLmx8r2IJAVKvBBL1jv,64183157,"6jGMq4yGs7aQzuGsMgVgZR, 6AgTAQt8XS6jRWi4sX7w49, 14CHVeJGrR5xgUGQFV5BVM"
MLK Interlude,-,,,Justice,2021-03-19,680qLWCMRfR6evrNNBCE9e,2312479,28QlAisHETVQGqLPDfo3eC
Mannschaft (feat. Freeze Corleone),"SCH, Freeze corleone","pop urbaine, drill",Hip Hop,JVLIVS II,2021-03-19,03cOUvF1fyW60AuUfUNiDc,1144876,"2kXKa3aAFngGz2P4GjG5w2, 76Pl0epAMXVXJspaSuz8im"
Tu Veneno,J Balvin,"reggaeton, latin",Latin,Tu Veneno,2021-03-19,5KFHrrBMyGj5MhVbZMM3ts,12004231,1vyhD5VmyZ7KMfW5gqLgo5
Tulsa Jesus Freak,Lana Del Rey,,,Chemtrails Over The Country Club,2021-03-19,0hyImI8JaWONOrzKH7kJsC,1086616,00FQb4jTyendYWaN8pK0wa
Wild At Heart,Lana Del Rey,,,Chemtrails Over The Country Club,2021-03-19,5RJot1fR8C90lLXzHtUqpo,939974,00FQb4jTyendYWaN8pK0wa
Crack,SCH,pop urbaine,Hip Hop,JVLIVS II,2021-03-19,52yZydTRNmxinmjt5hjk95,936979,2kXKa3aAFngGz2P4GjG5w2
Dark But Just A Game,Lana Del Rey,,,Chemtrails Over The Country Club,2021-03-19,1dBBmAddRRIw6GwF7dPz6z,929129,00FQb4jTyendYWaN8pK0wa
LOW LIFE,"Ufo361, RIN","german hip hop, turkish hip hop, cloud rap",Hip Hop,LOW LIFE,2021-03-19,3IjfWBZrBISpcLhIMY44T6,911491,"5pVRwX5ZQR7hfJ18w8ZYkl, 18ISxWwWjV6rPLoVCXf1dz"
Let Me Love You Like A Woman,Lana Del Rey,,,Chemtrails Over The Country Club,2021-03-19,1gxdWpeOUBpvB908fiZs4D,879919,00FQb4jTyendYWaN8pK0wa
Grand bain,SCH,pop urbaine,Hip Hop,JVLIVS II,2021-03-19,7n2IirOomwTTGdGZVZ3vCD,841910,2kXKa3aAFngGz2P4GjG5w2
Fournaise,SCH,pop urbaine,Hip Hop,JVLIVS II,2021-03-19,0RJn54iW71JQg9g2ZJVAPF,816789,2kXKa3aAFngGz2P4GjG5w2
Talking to the Moon,Bruno Mars,,,Doo-Wops & Hooligans,2010-05-11,161DnLWsx1i3u1JT05lzqU,265378719,0du5cEVh5yTK9QJze8zA0C
Runaway,AURORA,"norwegian pop, art pop",Pop,All My Demons Greeting Me As A Friend (Deluxe),2016-03-11,1v1oIWf2Xgh54kIWuKsDf6,196525293,1WgXqy2Dd70QQOU7Ay074N
Girls Like Us,Zoe Wees,,,Girls Like Us,2021-01-12,5SFXOMJJ334Wn2PwBHeRZN,6944174,03d2mJXSMtuPI0nIvLnhoS
You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),"Taylor Swift, Maren Morris",country,Country,Fearless (Taylor's Version),2021-04-09,4CHpVfAhuxNJ3ibExe6kxO,23926807,"06HL4z0CvFAxyc27GXpf02, 6WY7D3jk8zTrHtmkqqo5GI"
MONTERO (Call Me By Your Name),Lil Nas X,,,MONTERO,2021-09-17,1SC5rEoYDGUK4NfG82494W,1150518259,7jVv8c5Fj3E9VhNjxT4snq
Richer (feat. Polo G),"Rod Wave, Polo G",,,SoulFly,2021-03-26,7HsjuVBM93Z2RoxjpWLgTT,8492159,"45TgXXqMDdF8BkjA83OM7z, 6AgTAQt8XS6jRWi4sX7w49"
JUST LIKE YOU,NF,christian hip hop,Hip Hop,CLOUDS (THE MIXTAPE),2021-03-26,7tTRFVlFzk6yTnoMcParmi,1870500,6fOMl44jA4Sp5b9PpYCkzz
EL MAKINON,"KAROL G, Mariah Angeliq","reggaeton, latin, urbano latino, trap latino",Latin,KG0516,2021-03-26,2FSGUA0gFgGeQdprjtGM2M,234704231,"790FomKkXshlbRYZFtlgla, 0KKUc4amZyvswV2YL6WTar"
Titans (feat. Sia & Labrinth),"Major Lazer, Sia, Labrinth","moombahton, ",Electronic,Music Is The Weapon (Reloaded),2021-03-26,2nYPVp7BJuoaJ4rQmg5FM5,1025819,"738wLrAtLtCtFOLvQBXOXp, 5WUlDfRSoLAfcVSX1WnrxN, 2feDdbD5araYcm6JhFHHw7"
Dancing With The Devil,Demi Lovato,,,Dancing With The Devil…The Art of Starting Over (Expanded Edition),2021-04-01,0VQ3GSPdl4njPOr3lyaoaD,6843710,6S2OmqARrzebs0tKUEyXyp
JETSKI (feat. Lil Mosey & Lil Tecca),"Internet Money, Lil Tecca, Lil Mosey","melodic rap, rap",Hip Hop,JETSKI (feat. Lil Mosey & Lil Tecca),2021-03-26,2vl0D1b0M6UHlD1Fjh5j1m,920378,"6MPCFvOQv5cIGfw3jODMF0, 4Ga1P7PMIsmqEZqhYZQgDo, 5zctI4wO9XSKS8XwcnqEHk"
Street Runner,Rod Wave,,,SoulFly,2021-03-26,3JYxIozjRsvEmHrIvfFhud,888934,45TgXXqMDdF8BkjA83OM7z
Tombstone,Rod Wave,,,SoulFly,2021-03-26,5pRTz4O2qOkr5nawemy6Wb,858726,45TgXXqMDdF8BkjA83OM7z
Wasted Love (feat. Lagique),"Ofenbach, Lagique",,,Wasted Love (feat. Lagique),2021-01-08,2pPO9YecZimmuVQfIzfV6U,126339598,"4AKwRarlmsUlLjIwt38NLw, 1PbtWtrN7jZpd4toqxrjm2"
Lifetime,Justin Bieber,,,Justice (Triple Chucks Deluxe),2021-03-26,10Z9RbwrTbQ0gQeNRJ2dC1,838057,1uNFoZAHBGtllmzznpCI3s
Frag mich nicht,"Miksu / Macloud, Nimo, Jamule",german hip hop,Hip Hop,Frag mich nicht,2021-03-26,46zfTi4Wg6mmkOBPimtg6X,812141,"76dRoxKtDwYkgCQePok9cU, 3ZuBEj9ppJe8GSdKaMTfMN, 4sVieJlKgpZ2k9ESNS5IdN"
Explícito,Myke Towers,"reggaeton, trap latino, urbano latino",Latin,Para Mi Ex,2020-12-15,6qraVL4IJaIj0IuEexYJNa,26231601,7iK8PXO48WeuP03g8YR51W
Disco Arranhado - Funk Remix,"Malu, DJ Lucas Beat","arrocha, piseiro, brega, forró, seresta, funk, agronejo, sertanejo","Country, R&B, Latin",Disco Arranhado (Funk Remix),2021-01-22,2Gjt4rUHBUH0rMKpBg0hF4,57728893,"3fll16LLw6kdDxWzSpJPEQ, 2zWqENF4cnsd1nLmraG9IE"
Paradigmas,Jorge & Mateus,"sertanejo, sertanejo universitário, arrocha, agronejo","Country, Latin",Tudo Em Paz,2021-04-22,17UfXrL7Run3GyZJW4uRjC,17424563,1elUiq4X7pxej6FRlrEzjM
Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,"Os Barões Da Pisadinha, Jorge","piseiro, forró, sertanejo, arrocha, brega, tecnobrega, agronejo, sertanejo universitário","Country, Latin","Da Roça Pra Cidade (Ao Vivo), Vol. 02",2021-02-19,2SUPbyD77tJuOUbqbxct6l,23139547,"5Lv2GUVwqmQBPwrTrxucE5, 6gLW5LlLEXdtWaS0EWfzaJ"
Cloud 9,Beach Bunny,,,Honeymoon,2020-02-14,6vFsBXYczYsP0H3lgunZOm,54678289,2vnB6tuQMaQpORiRdvXF9H
Slumber Party (feat. Princess Nokia),"Ashnikko, Princess Nokia",,,DEMIDEVIL,2021-01-15,11ZulcYY4lowvcQm4oe3VJ,62063106,"3PyJHH2wyfQK3WZrk9rpmP, 6lay1nwbE6hTx1jivysUAL"
The Nights,Avicii,edm,Electronic,The Days / Nights,2014-01-01,0ct6r3EGTcMLPtrXHDvVjc,221079403,1vCWHaC5f2uS3yhpwWbIA6
Film out,BTS,k-pop,Pop,Film out,2021-04-01,3UHPGOkUcE4hE7sqBF4Snt,43782213,3Nrfpe0tUJi4K4DXYWgMUX
deja vu,Olivia Rodrigo,,,SOUR,2021-05-21,6HU7h9RYOaPRFeh0R3UeAr,668850142,1McMsnEElThX1knmY4oliG
Met Him Last Night (feat. Ariana Grande),"Demi Lovato, Ariana Grande",pop,Pop,Dancing With The Devil…The Art of Starting Over (Expanded Edition),2021-04-01,4yyX2Iu4xJjW9xMvBZKSBi,42090102,"6S2OmqARrzebs0tKUEyXyp, 66CXWjxzNUsdJxJ2JdwvnR"
Run It Up (feat. Offset & Moneybagg Yo),"Lil Tjay, Offset, Moneybagg Yo","brooklyn drill, melodic rap, memphis rap",Hip Hop,Destined 2 Win,2021-04-02,1dg3qy5DjoJodawfOCgrTP,30266135,"6jGMq4yGs7aQzuGsMgVgZR, 4DdkRBBYG6Yk9Ka8tdJ9BW, 3tJoFztHeIJkJWMrx0td2f"
Born 2 Be Great,Lil Tjay,"brooklyn drill, melodic rap",Hip Hop,Destined 2 Win,2021-04-02,3AmqJsyZDFA8EHC461R7bY,796464,6jGMq4yGs7aQzuGsMgVgZR
Under Pressure - Remastered 2011,"Queen, David Bowie","classic rock, rock, glam rock, art rock",Rock,Hot Space (2011 Remaster),1982-05-03,2fuCquhmrzHpu5xcA1ci9x,8338277,"1dfeR4HaWDbWqFHLkxsg1d, 0oSGxfWSnnOXhD2fKuz2Gy"
WACHA,"KHEA, Duki","argentine trap, trap, trap latino","Hip Hop, Latin",WACHA,2021-04-01,5RmSunLqeDqNWww8LWhAiK,8659745,"4m6ubhNsdwF4psNf3R8kwR, 1bAftSH8umNcGZ0uyV7LMg"
Bubblegum Bitch,MARINA,,,Electra Heart,2012-04-27,1yOL7ZiXGx5ULeLoktAUAg,32840740,6CwfuxIqcltXDGjfZsMd9A
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,2CYVETnhM9aytqrazYYwrK,44432222,06HL4z0CvFAxyc27GXpf02
Shy Away,Twenty One Pilots,,,Scaled And Icy,2021-05-21,2nG54Y4a3sH9YpfxMolOyi,34322123,3YQKmKGau1PzlVlkL1iodx
Another Love,Tom Odell,,,Long Way Down,2013-06-17,7jtQIBanIiJOMS6RyCx6jZ,238299149,2txHhyCwHjUEpJjWrEyqyX
RAPSTAR,Polo G,,,Hall of Fame,2021-06-11,18vXApRmJSgQ6wG2ll9AOg,466591434,6AgTAQt8XS6jRWi4sX7w49
Kiss Me More (feat. SZA),"Doja Cat, SZA",r&b,R&B,Planet Her,2021-06-25,3DarAbFujv6eYNliUTyqtz,928434483,"5cj0lLjcoR7YOSnhnX0Po5, 7tYKF4w9nC0nq9CsPZTHyP"
Fearless (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,77sMIMlNaSURUAXq5coCxE,9038593,06HL4z0CvFAxyc27GXpf02
You Belong With Me (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,1qrpoAMXodY6895hGKoUpA,9178902,06HL4z0CvFAxyc27GXpf02
Fifteen (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,2nqio0SfWg6gh2eCtfuMa5,6761147,06HL4z0CvFAxyc27GXpf02
Hey Stephen (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,550erGcdD9n6PnwxrvYqZT,6274671,06HL4z0CvFAxyc27GXpf02
White Horse (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,5YL553x8sHderRBDlm3NM3,5353387,06HL4z0CvFAxyc27GXpf02
The Way I Loved You (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,22bPsP2jCgbLUvh82U0Z3M,6491547,06HL4z0CvFAxyc27GXpf02
Breathe (feat. Colbie Caillat) (Taylor’s Version),"Taylor Swift, Colbie Caillat",,,Fearless (Taylor's Version),2021-04-09,7HC7R2D8WjXVcUHJyEGjRs,4995261,"06HL4z0CvFAxyc27GXpf02, 6aZyMrc4doVtZyKNilOmwu"
Forever & Always (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,1msEuwSBneBKpVCZQcFTsU,4922079,06HL4z0CvFAxyc27GXpf02
X Gon' Give It To Ya,DMX,"east coast hip hop, hardcore hip hop",Hip Hop,The Definition Of X: Pick Of The Litter,2007-06-12,1zzxoZVylsna2BQB65Ppcb,7985501,1HwM5zlC5qNWhJtM00yXzG
Tell Me Why (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,0k0vFacOHNuArLWMiH60p7,4483647,06HL4z0CvFAxyc27GXpf02
You’re Not Sorry (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,6iiAfo4wTA2CVC3Uwx9uh8,4451002,06HL4z0CvFAxyc27GXpf02
Otra Noche Sin Ti,"J Balvin, Khalid","reggaeton, latin, ",Latin,Otra Noche Sin Ti,2021-04-09,2CdTLdDjwZdVcm0bresVWx,27860509,"1vyhD5VmyZ7KMfW5gqLgo5, 6LuN9FCkKOj5PcnpouEgny"
That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),"Taylor Swift, Keith Urban",country,Country,Fearless (Taylor's Version),2021-04-09,7eResoqEJJAVTkQYSqvO3P,4232498,"06HL4z0CvFAxyc27GXpf02, 0u2FHSq3ln94y5Q57xazwf"
The Best Day (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,6ON9UuIq49xXY9GPmHIYRp,2528971,06HL4z0CvFAxyc27GXpf02
We Were Happy (Taylor’s Version) (From The Vault),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,34V9RiEPe8MNdU32qJsJa1,2516869,06HL4z0CvFAxyc27GXpf02
Don’t You (Taylor’s Version) (From The Vault),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,4uuEGH5SVuzkkSFjo2DEiY,2452246,06HL4z0CvFAxyc27GXpf02
Change (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,3ExweHKZF9B752DPQByRVT,2398339,06HL4z0CvFAxyc27GXpf02
Jump Then Fall (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,2m3ObD945KvpE5y9A1eUWm,2358714,06HL4z0CvFAxyc27GXpf02
Forever & Always (Piano Version) (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,01QdEx6kFr78ZejhQtWR5m,2226139,06HL4z0CvFAxyc27GXpf02
Bye Bye Baby (Taylor’s Version) (From The Vault),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,4qUijfYU8EoIWiY6oSyrgT,2208999,06HL4z0CvFAxyc27GXpf02
Untouchable (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,0tQ9vBYpldCuikPsbgOVKA,2205384,06HL4z0CvFAxyc27GXpf02
Ruff Ryders' Anthem,DMX,"east coast hip hop, hardcore hip hop",Hip Hop,It's Dark And Hell Is Hot,1998-05-01,1BKT2I9x4RGKaKqW4up34s,3830310,1HwM5zlC5qNWhJtM00yXzG
Today Was A Fairytale (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,2JoJrsEV15OzbijS47lids,2205003,06HL4z0CvFAxyc27GXpf02
Come In With The Rain (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,1n2wszmJyVkw6FHqyLnQsY,1235904,06HL4z0CvFAxyc27GXpf02
The Other Side Of The Door (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,1cSFlSBdpT4F5vb1frQ231,1171822,06HL4z0CvFAxyc27GXpf02
Superstar (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,51A8eKvvZz9uydvIZ7xRSV,1158077,06HL4z0CvFAxyc27GXpf02
Party Up,DMX,"east coast hip hop, hardcore hip hop",Hip Hop,...And Then There Was X,1999-12-21,0LWkaEyQRkF0XAms8Bg1fC,2584361,1HwM5zlC5qNWhJtM00yXzG
BANKROLL (feat. A$AP Rocky & A$AP Ferg),"BROCKHAMPTON, A$AP Rocky, A$AP Ferg",rap,Hip Hop,"ROADRUNNER: NEW LIGHT, NEW MACHINE",2021-04-09,3MK6OsCb4VJGdPxvXjW8Q9,1059600,"1Bl6wpkWCQ4KVgnASpvzzA, 13ubrt8QOOCPljQ2FL1Kca, 5dHt1vcEm9qb8fCyLcB3HL"
Where The Hood At,DMX,"east coast hip hop, hardcore hip hop",Hip Hop,Grand Champ,2003-01-01,6RUpJeXT6U4SPEafnr9Wr7,2380176,1HwM5zlC5qNWhJtM00yXzG
Leere Hände (feat. Sido & Samra),"SANTOS, Sido, Samra","german hip hop, german pop","Hip Hop, Pop",Leere Hände (feat. Sido & Samra),2021-04-08,5QEqzFV7R8KSSCJa37tfvs,959124,"4hK7sEnm0se5bqoI3Yb5o1, 4Yttlv9ndGjCDCVLqM7ACq, 6h1s4i4XKIYv4ErDelLDN0"
AM,"Nio Garcia, Flow La Movie","reggaeton, trap latino",Latin,AM,2021-01-28,2dNhNlpZAtV4lwAFW45LIv,198450881,"5hdhHgpxyniooUiQVaPxQ0, 2oT7xd9iTO2ejLsNGIMa5f"
KIDS FROM THE BLOCK,Luciano,german hip hop,Hip Hop,KIDS FROM THE BLOCK,2021-04-08,26hbmLeqiz8loWjFshsegF,861845,3CJKkU0XuElRT1z8rEtIYg
