song_name,artist_names,genres,parent_genres,album,release_date,spotify_track_id,album_label,ISRC,yearly_streams,artist_ids
Be Happy,Dixie,,,Be Happy,2020-06-26,0egBBvt6cfROuCHP5nBABx,DAM FAM Records,US3DF2007996,1250493,3DKkhRCGOG4e8IUPYFPfWs
Life's A Mess (feat. Halsey),"Juice WRLD, Halsey","melodic rap, emo rap, ",Hip Hop,Life's A Mess (feat. Halsey),2020-07-06,1yHdZ9S6rBlNPH3LDNMy2P,Grade A Productions/Interscope Records,USUG12002091,4969392,"4MCBfE4596Uoi2O4DtmEMz, 26VFTg2z8YR0cCuwLzESi2"
Rags2Riches (feat. ATR Son Son),"Rod Wave, ATR Son Son",,,Pray 4 Love,2020-04-03,1ENdcyhqdylaLsPVgB83qq,Alamo Records,USLD91725576,45130999,"45TgXXqMDdF8BkjA83OM7z, 1nGRqM8VNcQOcFsOnhpInD"
Come & Go (with Marshmello),"Juice WRLD, Marshmello","melodic rap, emo rap, edm","Electronic, Hip Hop",Come & Go (with Marshmello),2020-07-09,4Lxseh0wN7N0ljiOh8KwbU,Joytime Collective/Grade A Productions/Interscope Records,USUG12001904,1233395,"4MCBfE4596Uoi2O4DtmEMz, 64KEffDW9EtZ1y2vBYgq8T"
Alane,"Robin Schulz, Wes","tropical house, ",Electronic,Alane,2020-06-19,2u6Jm2klS4yvAlbSHlxUwI,WM Germany,DEA622000699,50357455,"3t5xRXzsuZmMDkQzgOX35S, 3tXUeiWOSod3mSQ2lOautf"
Come & Go (with Marshmello),"Juice WRLD, Marshmello","melodic rap, emo rap, edm","Electronic, Hip Hop",Legends Never Die,2020-07-10,7y7w4tl4MaRC2UMEj1mPtr,Grade A Productions/Interscope Records,USUG12001904,93303490,"4MCBfE4596Uoi2O4DtmEMz, 64KEffDW9EtZ1y2vBYgq8T"
Life's A Mess (feat. Halsey),"Juice WRLD, Halsey","melodic rap, emo rap, ",Hip Hop,Legends Never Die,2020-07-10,4h5N4KyWZMtpeH9vhXSXjd,Grade A Productions/Interscope Records,USUG12002091,52069841,"4MCBfE4596Uoi2O4DtmEMz, 26VFTg2z8YR0cCuwLzESi2"
Conversations,Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,2fZTS0VboxRpF0FdfY7E5P,Grade A Productions/Interscope Records,USUG12001896,52070390,4MCBfE4596Uoi2O4DtmEMz
Hate The Other Side (with Marshmello & The Kid Laroi),"Juice WRLD, Marshmello, The Kid LAROI, Polo G","melodic rap, emo rap, edm, ","Electronic, Hip Hop",Legends Never Die,2020-07-10,66FgjA5ZQJJuypFG1bc8se,Grade A Productions/Interscope Records,USUG12002092,48137672,"4MCBfE4596Uoi2O4DtmEMz, 64KEffDW9EtZ1y2vBYgq8T, 2tIP7SsRs7vjIcLrU85W8J, 6AgTAQt8XS6jRWi4sX7w49"
Wishing Well,Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,6o3QUC5oAE4g6WxRIFcZtb,Grade A Productions/Interscope Records,USUG12001905,81454130,4MCBfE4596Uoi2O4DtmEMz
Titanic,Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,1QoG0Yqz1onMsdbOibZVke,Grade A Productions/Interscope Records,USUG12002099,25581921,4MCBfE4596Uoi2O4DtmEMz
Righteous,Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,615vw74T1NebV8pKoutm2J,Grade A Productions/Interscope Records,USUG12000979,44798342,4MCBfE4596Uoi2O4DtmEMz
Bad Energy,Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,0JoWBcL61YWLXM5vW0YTHO,Grade A Productions/Interscope Records,USUG12001899,24878775,4MCBfE4596Uoi2O4DtmEMz
Blood On My Jeans,Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,3MmCFghNjzZMn3HKqbVizn,Grade A Productions/Interscope Records,USUG12001898,33915674,4MCBfE4596Uoi2O4DtmEMz
Tell Me U Luv Me (with Trippie Redd),"Juice WRLD, Trippie Redd","melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,7iIzwqG5UxPYwTYUUK4pzU,Grade A Productions/Interscope Records,USUG12001897,24106056,"4MCBfE4596Uoi2O4DtmEMz, 6Xgp2XMz1fhVYe7i6yNAax"
Anxiety - Intro,Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,0YevRlTDW9tyIwViCyke8Q,Grade A Productions/Interscope Records,USUG12001895,7279478,4MCBfE4596Uoi2O4DtmEMz
Fighting Demons,Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,0jo6Nd4iJU0UFHqS0Xd4l4,Grade A Productions/Interscope Records,USUG12001902,18944270,4MCBfE4596Uoi2O4DtmEMz
I Want It,Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,6RsRMf9e4KUyo3MecGffNL,Grade A Productions/Interscope Records,USUG12002094,16164719,4MCBfE4596Uoi2O4DtmEMz
Screw Juice,Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,2XSO13Gyndo7MDdtYibIxO,Grade A Productions/Interscope Records,USUG12002589,16659244,4MCBfE4596Uoi2O4DtmEMz
Stay High,Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,1AnkdcHl86kEhDvhaKDuIe,Grade A Productions/Interscope Records,USUG12002590,25000085,4MCBfE4596Uoi2O4DtmEMz
Up Up And Away,Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,5lcIegmdblnWqT9nS9EhZj,Grade A Productions/Interscope Records,USUG12001906,18538676,4MCBfE4596Uoi2O4DtmEMz
The Adventures of Moon Man & Slim Shady (with Eminem),"Kid Cudi, Eminem","rap, hip hop",Hip Hop,The Adventures of Moon Man & Slim Shady (with Eminem),2020-07-10,38iBrrbbXyWaSPkmuDNgjZ,Republic Records,USUM72013649,10768939,"0fA0VVWsXO9YnASrzqfmYu, 7dGJo4pcD2V6oG8kP0tJRR"
Can't Die,Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,6DuHcOuuGWXNvF3uocsrBa,Grade A Productions/Interscope Records,USUG12001908,16898978,4MCBfE4596Uoi2O4DtmEMz
Man Of The Year,Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,1uA914Md6wsy9NDryyBypH,Grade A Productions/Interscope Records,USUG12002591,18328631,4MCBfE4596Uoi2O4DtmEMz
Juice WRLD Speaks From Heaven - Outro,Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,2GriTXl7gRSBv1A2IGZtnL,Grade A Productions/Interscope Records,USUG12001909,5622085,4MCBfE4596Uoi2O4DtmEMz
"The Man, The Myth, The Legend - Interlude",Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends Never Die,2020-07-10,0veNpTQFqfmTX0rsJmO2rO,Grade A Productions/Interscope Records,USUG12001907,5544643,4MCBfE4596Uoi2O4DtmEMz
Tiefschwarz (feat. Samra),"Kontra K, Samra",german hip hop,Hip Hop,Tiefschwarz (feat. Samra),2020-07-10,7bDSLyTjZ1VjU5kPHTL3Ko,BMG Rights Management GmbH,DELV42000266,5867111,"4lDiJcOJ2GLCK6p9q5BgfK, 6h1s4i4XKIYv4ErDelLDN0"
Be Like That - feat. Swae Lee & Khalid,"Kane Brown, Swae Lee, Khalid","country, pop country, ",Country,Be Like That (feat. Swae Lee & Khalid),2020-07-10,5f1joOtoMeyppIcJGZQvqJ,RCA Records Label Nashville,USRN11900133,115324804,"3oSJ7TBVCWMDMiYjXNiCKE, 1zNqQNIdeOUZHb8zbZRFMX, 6LuN9FCkKOj5PcnpouEgny"
Tak Tiki Tak,Harry Nach,"chilean trap, reggaeton chileno, chilean mambo, mambo","Latin, Hip Hop",Tak Tiki Tak,2020-07-10,7gwwt1IaAWwmB7af0AcuBM,Sony Music Entertainment Chile S.A,QZFYZ1981854,72143734,0NnUMWDCDi1snuMja6IdxH
Agua (with J Balvin) - Music From  Sponge On The Run  Movie,"Tainy, J Balvin","reggaeton, latin",Latin,Agua (with J Balvin) [Music From  Sponge On The Run  Movie],2020-07-09,1pqnQ41XbfKjaFu6M0eGJp,NEON16/Universal Music Latino/Interscope Records,USUM72013642,203570671,"0GM7qgcRCORpGnfcN2tCiB, 1vyhD5VmyZ7KMfW5gqLgo5"
Tattoo - Remix with Camilo,"Rauw Alejandro, Camilo","reggaeton, urbano latino, trap latino, latin, colombian pop","Pop, Latin",Tattoo (Remix with Camilo),2020-07-09,4ZRrLHqzhGRXYj2qcB4s5S,Sony Music Latin/Duars Entertainment,USSD12000188,222221705,"1mcTU81TzQhprhouKaTkpq, 28gNT5KBp7IjEOQoevXf9N"
Smile,Katy Perry,pop,Pop,Smile,2020-07-10,3DXdjHnePKnh6oXw2ZgGSl,Capitol Records,USUM72013803,955219,6jJ0s89eD6GaHleKKya26X
GEH DEIN WEG (feat. Loredana),"KC Rebell, Summer Cem, Loredana",german hip hop,Hip Hop,GEH DEIN WEG (feat. Loredana),2020-07-10,3yFmG1luaLjuHWI6BGmwxJ,Banger Musik II/WM Germany,DEA622000621,1682884,"5p7mWeX4RlvqBCxylfiXdE, 3drqpTL4sQOckmAfF9i1wg, 2Im8m4STDBosjfmb5hmP80"
Tócame (feat. Arcangel & De La Ghetto),"Anitta, Arcángel, De La Ghetto","brazilian pop, funk pop, funk carioca, funk, pagode baiano, reggaeton, trap latino, urbano latino","Pop, R&B, Hip Hop, Latin",Tócame (feat. Arcangel & De La Ghetto),2020-07-10,4cno0k9jDEFpLAQyHNjqVx,Warner Records,USWB12000238,880533,"7FNnA9vBm6EKceENgCGRMb, 4SsVbpTthjScTS7U2hmr1X, 3EiLUeyEcA6fbRPSHkG5kb"
My Affection (with PARTYNEXTDOOR),"Summer Walker, PARTYNEXTDOOR",r&b,R&B,Life On Earth - EP,2020-07-10,2aSM4sbNN7cSmpYOG0sf46,LVRN/Interscope Records,USUM72013568,820286,"57LYzLEk2LcFghVwuWbcuS, 2HPaUgqeutzr3jx5a9WyDV"
Party Girl (Remix),"StaySolidRocky, Lil Uzi Vert",melodic rap,Hip Hop,Party Girl (Remix),2020-07-10,0XkmeG97T4mtYlWRJcrxec,Columbia,USSM12004278,7069915,"1XLWox9w1Yvbodui0SRhUQ, 4O15NlyKLIASxsJ0PrXPfz"
Love Me Land,Zara Larsson,,,Love Me Land,2020-07-10,3J6bLodhUHgNyzEZLgcieN,Epic/Record Company TEN,USSM12004015,722594,1Xylc3o4UrD53lo9CvFvVg
queen of broken hearts,blackbear,,,queen of broken hearts,2020-07-10,1YaLBadQjS701ZLZRGjPMX,Beartrap/ Alamo/ Interscope Records,USUG12000337,720193,2cFrymmkijnjDg9SS92EPM
"Ay, DiOs Mío!",KAROL G,"reggaeton, latin, urbano latino",Latin,"Ay, DiOs Mío!",2020-07-10,7x4ASXYEKfQBCewcZhK776,UMLE - Latino,USUM72013593,283756308,790FomKkXshlbRYZFtlgla
SWAG,YG,hyphy,Hip Hop,SWAG,2020-07-10,2ap9kKsIEiWa4bzsjqACEx,Def Jam Recordings,USUM72010714,1326992,0A0FS04o6zMoto8OKPsDwY
you broke me first,Tate McRae,,,you broke me first,2020-04-17,45bE4HXI0AwGZXfZtMp8JR,RCA Records Label,USRC12000832,343407390,45dkTj5sMRSjrmBSBeiHym
Head & Heart (feat. MNEK),"Joel Corry, MNEK","dance pop, ",Pop,Head & Heart (feat. MNEK),2020-07-03,6cx06DFPPHchuUAcTxznu9,Atlantic Records UK,UK4ZF2000305,382051982,"6DgP9otnZw5z6daOntINxp, 7uMh23xWiuR7zsNkuNcm2G"
Your eyes tell,BTS,k-pop,Pop,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,2020-07-14,3TZ7NHkMT82AhwuYsd00Hz,Universal Music LLC,JPPO02001475,4285162,3Nrfpe0tUJi4K4DXYWgMUX
Stay Gold,BTS,k-pop,Pop,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,2020-07-14,3Ys2PYl1wyPKQIwyqhP9cQ,Universal Music LLC,JPPO02001470,4441086,3Nrfpe0tUJi4K4DXYWgMUX
POPSTAR (feat. Drake),"DJ Khaled, Drake","rap, hip hop",Hip Hop,POPSTAR (feat. Drake),2020-07-17,6EDO9iiTtwNv6waLwa1UUq,OVO/We The Best/Epic,USSM12004501,278413407,"0QHgL1lAIqAw0HtD7YldmP, 3TVXtAsR1Inumwj472S9r4"
Party Girl (Remix),"StaySolidRocky, Lil Uzi Vert",melodic rap,Hip Hop,Fallin',2020-07-17,1eIsyfDHoEbemSnQFsgyAv,Columbia,USSM12004278,27457900,"1XLWox9w1Yvbodui0SRhUQ, 4O15NlyKLIASxsJ0PrXPfz"
GREECE (feat. Drake),"DJ Khaled, Drake","rap, hip hop",Hip Hop,GREECE (feat. Drake),2020-07-16,35RJhm1pEovTBwnNR0zWad,OVO/We The Best/Epic,USSM12004502,174501287,"0QHgL1lAIqAw0HtD7YldmP, 3TVXtAsR1Inumwj472S9r4"
What's Love Got to Do with It,"Kygo, Tina Turner","tropical house, ",Electronic,What's Love Got to Do with It,2020-07-17,3Be7CLdHZpyzsVijme39cW,Kygo,SEBGA2000676,43526911,"23fqKkggKUBHNkbKtXEls4, 1zuJe6b1roixEKMOtyrEak"
Never Know (feat. SHIRIN DAVID),"Luciano, Shirin David","german hip hop, german pop","Hip Hop, Pop",Never Know (feat. SHIRIN DAVID),2020-07-16,5Hkj1XjMJv5QCGc9NwZm6z,Urban,DECE72000468,1926444,"3CJKkU0XuElRT1z8rEtIYg, 0JBdTCGs111JKKYfLqOEBa"
Funny,"Zedd, Jasmine Thompson","edm, ",Electronic,Funny,2020-07-16,4FYbo4yQzu3hGkj2Ix4ucW,Atlantic Records,USAT22003344,841596,"2qxJFvFYMEDqd7ui6kSAcq, 2TL8gYTNgD6nXkyuUdDrMg"
Easy,Troye Sivan,,,Easy,2020-07-15,3gwoz4xZuye0agjYgrC2je,EMI Recorded Music Australia Pty Ltd,AUUM72000410,793062,3WGpXCj9YhhfX11TToZcXP
Love I’m Given,Ellie Goulding,,,Brightest Blue,2020-07-16,2EPvkwP4Djr1s59GxAh8tO,Polydor Records,GBUM72000092,777101,0X2BH1fck6amBIoJhDVmmJ
Jolie nana,Aya Nakamura,"pop urbaine, french pop","Pop, Hip Hop",Jolie nana,2020-07-17,34FbkFgAbv4ffvhL2XQMVm,Rec. 118,FRZ042000666,27532885,7IlRNXHjoOCgEAWN5qYksg
No Bailes Sola,"Danna Paola, Sebastian Yatra","colombian pop, reggaeton, latin","Pop, Latin",No Bailes Sola,2020-07-17,1GNSWpe2SB30zYGbNTD96b,Universal Music Mexico,MXUM72006147,716580,"5xSx2FM8mQnrfgM1QsHniB, 07YUOmWljBTXwIseAUd9TW"
Miskin,Samra,german hip hop,Hip Hop,Miskin,2020-07-16,7yJLc4dA0VObbLE88lZZ5q,Urban,DECE72000549,705154,6h1s4i4XKIYv4ErDelLDN0
Singapur,"El Alfa, Chael Produciendo","dembow, urbano latino, latin, reggaeton",Latin,El Androide,2020-05-15,4QfZYDhGZc0T2RDvGiI69E,El Jefe Records,USDY42003198,13375954,"2oQX8QiMXOyuqbcZEFsZfm, 2iI5KWXLjw1tqLQsdjuo0e"
Only You Freestyle,"Headie One, Drake","uk drill, grime, drill, rap, hip hop","Hip Hop, Electronic, Pop",Only You Freestyle,2020-07-20,4OENnoidV0h8gJV6bhrw7r,Relentless Records,GBARL2000845,29224111,"6UCQYrcJ6wab6gnQ89OJFh, 3TVXtAsR1Inumwj472S9r4"
What Makes You Beautiful,One Direction,,,Up All Night,2012-05-25,4cluDES4hQEUhmXj6TXkSo,Syco Music UK,GBHMU1100018,5376375,4AK6F7OLvEQ5QYCBNiQWHq
Heather,Conan Gray,,,Kid Krow,2020-03-20,4xqrdfXkTW4T0RauPLv3WA,Republic Records,USUM71924264,309975065,4Uc8Dsxct0oMqx0P6i60ea
TELL ME WHY,The Kid LAROI,,,TELL ME WHY,2020-07-17,27BBfeJZBFlZ60Sgx7iOgL,Columbia,USSM12004190,656513,2tIP7SsRs7vjIcLrU85W8J
Story of My Life,One Direction,,,Midnight Memories (Deluxe),2013-11-25,4nVBt6MZDDP6tRVdQTgxJg,Syco Music,GBHMU1300210,3925278,4AK6F7OLvEQ5QYCBNiQWHq
t h e . c l i m b . b a c k,J. Cole,rap,Hip Hop,Lewis Street,2020-07-22,0FlfN5cbUUpIHCRH8X1M44,"Dreamville, Inc., Under exclusive license to Roc Nation Records",QMJMT2003122,10455793,6l3HvQ5sa6mXTsMTB19rO5
Lion King On Ice,J. Cole,rap,Hip Hop,Lewis Street,2020-07-22,1ZvBVbsaNqHEP6ymXaPGlj,"Dreamville, Inc., Under exclusive license to Roc Nation Records",QMJMT2003123,13137924,6l3HvQ5sa6mXTsMTB19rO5
Drag Me Down,One Direction,,,Made In The A.M. (Deluxe Edition),2015-11-13,2K87XMYnUMqLcX3zvtAF4G,Syco Music,GBHMU1500070,2245064,4AK6F7OLvEQ5QYCBNiQWHq
History,One Direction,,,Made In The A.M. (Deluxe Edition),2015-11-13,0HMjXBAZmSYOTTi33WpMso,Syco Music,GBHMU1500114,1286335,4AK6F7OLvEQ5QYCBNiQWHq
Steal My Girl,One Direction,,,FOUR (Deluxe),2014-11-17,2Bs4jQEGMycglOfWPBqrVG,Syco Music,GBHMU1400159,1279598,4AK6F7OLvEQ5QYCBNiQWHq
Little Things,One Direction,,,Take Me Home: Yearbook Edition,2012-11-09,7kSLdGdXLey7pzLsWpdg1h,Syco Music UK,GBHMU1200361,1251524,4AK6F7OLvEQ5QYCBNiQWHq
Perfect,One Direction,,,Made In The A.M. (Deluxe Edition),2015-11-13,3NLnwwAQbbFKcEcV8hDItk,Syco Music,GBHMU1500104,1145215,4AK6F7OLvEQ5QYCBNiQWHq
18,One Direction,,,FOUR (Deluxe),2014-11-17,3JjnGLK8IxkNLvo8Lb3KOM,Syco Music,GBHMU1400162,1143233,4AK6F7OLvEQ5QYCBNiQWHq
They Don't Know About Us,One Direction,,,Take Me Home: Yearbook Edition,2012-11-09,72C7aUQECOhNtnD0AC36ua,Syco Music UK,GBHMU1200368,1118494,4AK6F7OLvEQ5QYCBNiQWHq
Kiss You,One Direction,,,Take Me Home: Yearbook Edition,2012-11-09,0AkQbXGN4KG34TS7xLrM68,Syco Music UK,GBHMU1200214,1107773,4AK6F7OLvEQ5QYCBNiQWHq
Live While We're Young,One Direction,,,Take Me Home: Yearbook Edition,2012-11-09,6aGjEZ7kq3YXgD0EDt80O5,Syco Music UK,GBHMU1200210,1086285,4AK6F7OLvEQ5QYCBNiQWHq
Best Song Ever,One Direction,,,Midnight Memories (Deluxe),2013-11-25,5T7ZFtCcOgkpjxcuaeZbw0,Syco Music,GBHMU1300102,1072975,4AK6F7OLvEQ5QYCBNiQWHq
You & I,One Direction,,,Midnight Memories (Deluxe),2013-11-25,2afCBiru10AFckfOa49wIa,Syco Music,GBHMU1300213,958410,4AK6F7OLvEQ5QYCBNiQWHq
Night Changes,One Direction,,,FOUR (Deluxe),2014-11-17,5O2P9iiztwhomNh8xkR9lJ,Syco Music,GBHMU1400165,954648,4AK6F7OLvEQ5QYCBNiQWHq
One Thing,One Direction,,,Up All Night,2012-05-25,5G2c6FsfTzgYUzageCmfXY,Syco Music UK,GBHMU1100171,886850,4AK6F7OLvEQ5QYCBNiQWHq
Olivia,One Direction,,,Made In The A.M. (Deluxe Edition),2015-11-13,5dONhl6aXFuN86UBdayF6W,Syco Music,GBHMU1500110,784452,4AK6F7OLvEQ5QYCBNiQWHq
Midnight Memories,One Direction,,,Midnight Memories (Deluxe),2013-11-25,5wjmqUGN7vrAqFqDWrywlZ,Syco Music,GBHMU1300212,746191,4AK6F7OLvEQ5QYCBNiQWHq
No Control,One Direction,,,FOUR (Deluxe),2014-11-17,4JaLkM90MJutDAl5jD9BZX,Syco Music,GBHMU1400166,744939,4AK6F7OLvEQ5QYCBNiQWHq
Gotta Be You,One Direction,,,Up All Night,2012-05-25,3jJ5NJ3aNWvV70Rd7hgZIH,Syco Music UK,GBHMU1100336,698419,4AK6F7OLvEQ5QYCBNiQWHq
More Than This,One Direction,,,Up All Night,2012-05-25,0UAB340gAcSMk3r0a8PTag,Syco Music UK,GBHMU1100163,689247,4AK6F7OLvEQ5QYCBNiQWHq
What You Waiting For,JEON SOMI,k-pop,Pop,What You Waiting For,2020-07-22,4CoxD8tetisleUQDA7vn1B,THE BLACK LABEL/Interscope Records,KRA402000126,681338,7zYj9S9SdIunYCfSm7vzAR
cardigan,Taylor Swift,,,folklore,2020-07-24,4LEK9rD7TWIG4FCL1s27XC,Taylor Swift,USUG12002836,7742178,06HL4z0CvFAxyc27GXpf02
the 1,Taylor Swift,,,folklore,2020-07-24,0Jlcvv8IykzHaSmj49uNW8,Taylor Swift,USUG12002835,74724335,06HL4z0CvFAxyc27GXpf02
exile (feat. Bon Iver),"Taylor Swift, Bon Iver",indie folk,Folk/Acoustic,folklore,2020-07-24,4pvb0WLRcMtbPGmtejJJ6y,Taylor Swift,USUG12002838,108648199,"06HL4z0CvFAxyc27GXpf02, 4LEiUm1SRbFMgfqnQTwUbQ"
the last great american dynasty,Taylor Swift,,,folklore,2020-07-24,2Eeur20xVqfUoM3Q7EFPFt,Taylor Swift,USUG12002837,47916279,06HL4z0CvFAxyc27GXpf02
my tears ricochet,Taylor Swift,,,folklore,2020-07-24,1DnpjwTbSwV2V6O4PABMjW,Taylor Swift,USUG12002839,5721464,06HL4z0CvFAxyc27GXpf02
mirrorball,Taylor Swift,,,folklore,2020-07-24,0ZNU020wNYvgW84iljPkPP,Taylor Swift,USUG12002840,36755342,06HL4z0CvFAxyc27GXpf02
august,Taylor Swift,,,folklore,2020-07-24,1X2cYhcDMfDtiRIYHZCpQu,Taylor Swift,USUG12002842,5022656,06HL4z0CvFAxyc27GXpf02
seven,Taylor Swift,,,folklore,2020-07-24,6KJqZcs9XDgVck7Lg9QOTC,Taylor Swift,USUG12002841,34588703,06HL4z0CvFAxyc27GXpf02
this is me trying,Taylor Swift,,,folklore,2020-07-24,0j5renyfv1ChCoe1ca7bDP,Taylor Swift,USUG12002843,4499491,06HL4z0CvFAxyc27GXpf02
illicit affairs,Taylor Swift,,,folklore,2020-07-24,2NmsngXHeC1GQ9wWrzhOMf,Taylor Swift,USUG12002844,30311105,06HL4z0CvFAxyc27GXpf02
invisible string,Taylor Swift,,,folklore,2020-07-24,3yz88FVJQhwG2EqYHw3pkx,Taylor Swift,USUG12002845,4243086,06HL4z0CvFAxyc27GXpf02
mad woman,Taylor Swift,,,folklore,2020-07-24,2QDyYdZyhlP2fp79KZX8Bi,Taylor Swift,USUG12002846,23936317,06HL4z0CvFAxyc27GXpf02
betty,Taylor Swift,,,folklore,2020-07-24,5kI4eCXXzyuIUXjQra0Cxi,Taylor Swift,USUG12002848,28962095,06HL4z0CvFAxyc27GXpf02
epiphany,Taylor Swift,,,folklore,2020-07-24,08fa9LFcFBTcilB3iq2e2A,Taylor Swift,USUG12002847,21309292,06HL4z0CvFAxyc27GXpf02
peace,Taylor Swift,,,folklore,2020-07-24,7MbT4I8qGntX4fMdqMQgke,Taylor Swift,USUG12002849,19764942,06HL4z0CvFAxyc27GXpf02
UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny, Tainy","reggaeton, latin, pop, trap latino, urbano latino","Latin, Pop",UN DIA (ONE DAY) (Feat. Tainy),2020-07-24,0EhpEsp4L0oRGM0vmeaN5e,Universal Music Latino/ NEON16,QZM5U2000001,313636985,"1vyhD5VmyZ7KMfW5gqLgo5, 6M2wZ9GZgrQXHCFfjv46we, 4q3ewBCX7sLwd24euuV69X, 0GM7qgcRCORpGnfcN2tCiB"
hoax,Taylor Swift,,,folklore,2020-07-24,6G61EqJgoEJhWaBT34jMyW,Taylor Swift,USUG12002850,3061511,06HL4z0CvFAxyc27GXpf02
La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka","reggaeton, trap latino, urbano latino, latin, neoperreo, reggaeton chileno, rkt","Latin, Electronic",Now Or Never,2020-07-24,6bvfJf4KjonPMuPfGfy3S2,"Flow La Movie, Inc.",QM6MZ2057011,255192369,"5hdhHgpxyniooUiQVaPxQ0, 2R21vXR83lH98kGeO99Y66, 7iK8PXO48WeuP03g8YR51W, 1GKIlPFdcewHtpDVCQ8zmJ, 3Wb38LDP3N4tkobValgE9D"
Perfect,Logic,,,No Pressure,2020-07-24,5jbDih9bLGmI8ycUKkN5XA,Def Jam Recordings,USUM72014321,8417151,4xRYI6VqpkE3UwrDrAZL8L
Nobody's Love,Maroon 5,pop,Pop,Nobody's Love,2020-07-24,3kwgqoBqTwoAH4nT29TYrq,222 Records/Interscope Records,USUM72013111,55146187,04gDigrS5kc9YWfZHwBETP
No Pressure Intro,Logic,,,No Pressure,2020-07-24,41hwbZ1yF705MxJ7H9bwEu,Def Jam Recordings,USUM72014311,2325659,4xRYI6VqpkE3UwrDrAZL8L
Hit My Line,Logic,,,No Pressure,2020-07-24,24FR8mXTaiGZPrxnkf1kcP,Def Jam Recordings,USUM72014339,2210564,4xRYI6VqpkE3UwrDrAZL8L
GO (feat. Juice WRLD),"The Kid LAROI, Juice WRLD","melodic rap, emo rap",Hip Hop,F*CK LOVE,2020-07-24,2rPHUAeUPbNgTmK18FPTiZ,Columbia,USSM12003703,60751346,"2tIP7SsRs7vjIcLrU85W8J, 4MCBfE4596Uoi2O4DtmEMz"
Unterwegs,Apache 207,german hip hop,Hip Hop,Unterwegs,2020-07-24,7eAJEMhjeQLLp4HSdJJ58b,Four Music Local,DEQ322000174,5901418,1qQLhymHXFPtP5U8KNKsm6
GP4,Logic,,,No Pressure,2020-07-24,1OmmCrliFMIWzNke437KHE,Def Jam Recordings,USUM72014313,2125626,4xRYI6VqpkE3UwrDrAZL8L
Mamichula - con Nicki Nicole,"Trueno, Nicki Nicole, Bizarrap, Taiu, TATOOL","argentine trap, trap latino, urbano latino","Hip Hop, Latin",Atrevido,2020-07-23,4pXW6ZAHBz7ODXTRKklWrM,NEUEN,ARRWN2000010,119495278,"2x7PC78TmgqpEIjaGAZ0Oz, 2UZIAOlrnyZmyzt1nuXr9y, 716NhGYqD1jl2wI1Qkgq36, 5szJHKg5xeUlQ9pTqzdpic, 0shHIQr8VamXbzM66kwGQo"
Soul Food II,Logic,,,No Pressure,2020-07-24,7e0nXDIIa6hFqI4HmuanLP,Def Jam Recordings,USUM72014319,1787596,4xRYI6VqpkE3UwrDrAZL8L
Andere Welt,"Capital Bra, Clueso, KC Rebell","german hip hop, german pop","Hip Hop, Pop",Andere Welt,2020-07-23,5PAAUJTKLT0nCmHUlLdPXb,URBAN,DECE72000587,6291774,"4WZGDpNwrC0vNQyl9QzF7d, 0iFq8SzyZaaQ2Fn6CLDxqW, 5p7mWeX4RlvqBCxylfiXdE"
Celebration,Logic,,,No Pressure,2020-07-24,1zjSuvvLpPoJwnywiFIX7E,Def Jam Recordings,USUM72014315,1055920,4xRYI6VqpkE3UwrDrAZL8L
Shit Changed,"Ufo361, Sonus030","german hip hop, turkish hip hop",Hip Hop,Shit Changed,2020-07-24,3JDPPLA5oReVAkrEDcBllG,Stay High,DEQ022003419,3042611,"5pVRwX5ZQR7hfJ18w8ZYkl, 78wZzI7u1cOjXKuYzqZI6l"
Take You Dancing,Jason Derulo,,,Take You Dancing,2020-07-22,59qrUpoplZxbIZxk6X0Bm3,Atlantic Records,USAT22004479,229009693,07YZf4WDAMNwqr4jfgOZ8y
