song_name,artist_names,genres,parent_genres,album,release_date,spotify_track_id,yearly_streams,artist_ids
Srivalli (From  Pushpa - The Rise )(Telugu),"Devi Sri Prasad, Sid Sriram, Chandra Bose","telugu pop, tollywood, tamil dance, tamil pop, kollywood",Pop,Srivalli (From  Pushpa - The Rise )(Telugu),2021-10-13,2YmXGUx32C3CUEgcAyHcGf,711919,"5sSzCxHtgL82pYDvx2QyEU, 7qjJw7ZM2ekDSahLXPjIlN, 3gZ3IpjebAehFzIYhFIJDK"
we fell in love in october,girl in red,bedroom pop,Pop,we fell in love in october / October Passed Me By,2018-11-21,6IPwKM3fUUzlElbvKw2sKl,45326643,3uwAm6vQy7kWPS2bciKWx9
LA CANCIÓN,"J Balvin, Bad Bunny","reggaeton, latin, trap latino, urbano latino",Latin,OASIS,2019-06-28,0fea68AdmYNygeTGI4RC18,307611854,"1vyhD5VmyZ7KMfW5gqLgo5, 4q3ewBCX7sLwd24euuV69X"
A Tu Merced,Bad Bunny,"reggaeton, trap latino, latin, urbano latino",Latin,YHLQMDLG,2020-02-29,4r9jkMEnArtWGH2rL2FZl0,124976397,4q3ewBCX7sLwd24euuV69X
TO THE MOON,"JNR CHOI, Sam Tompkins",,,TO THE MOON,2021-11-06,5vUnjhBzRJJIAOJPde6zDx,96770437,"1Z25ZlGHqqlr3o1UGQOfNn, 04uu8U3I1h26Fp2NBkPTRZ"
Ginseng Strip 2002,Yung Lean,cloud rap,Hip Hop,Lavender,2013-08-16,79nEEoEPY2w8EXj9hjn5oc,61388614,67lytN32YpUxiSeWlKfHJ3
"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]","La Pantera, Quevedo, Juseph, ABHIR, BEJO, Cruz Cafuné, EL IMA","reggaeton, ",Latin,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",2022-01-14,0Bv7O6fmZk3GrNQFYJaXPn,109400475,"0IEzMvarfVycBJAXjjEZOL, 52iwsT98xCoGgiGntTiR7K, 5kgDdP7a4TsvkF08gpJGX0, 2D8UzkIVdg1bj0Iqz6gjk0, 0adJG3bdFTHCkTY28NkY4u, 0jeYkqwckGJoHQhhXwgzk3, 00vsUIEaNHw6qoQnh8DQM2"
LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA","reggaeton, trap latino, latin, urbano latino",Latin,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,2XIc1pqjXV3Cr2BQUGNBck,3191339,"4q3ewBCX7sLwd24euuV69X, 7ltDVBr6mKbRvohxheJ9h1"
Surface Pressure - From  Encanto /Soundtrack Version,Jessica Darrow,,,Surface Pressure (From  Encanto ),2022-01-27,6K5ph5mq1qprHae3TrgTj5,84275586,4vdAAzZBUKbsrvHi6UR7B7
Mujeriego,Ryan Castro,reggaeton,Latin,Mujeriego,2021-12-17,78kygHp1dvW1kncYjBgbe1,84909848,7j6DKwmjbxvpQO8h914uEz
High,The Chainsmokers,,,High,2022-01-28,3t4KHjd8uQpJJ2fa0fRIpR,14895311,69GGBxA162lTqCwzJG5jLp
Boys Don't Cry,Anitta,"brazilian pop, funk pop, funk carioca, funk, pagode baiano","Pop, R&B, Hip Hop, Latin",Boys Don't Cry,2022-01-27,35COLcFjvONwVv6jkG23gI,8598505,7FNnA9vBm6EKceENgCGRMb
vice city,XXXTENTACION,emo rap,Hip Hop,vice city,2022-01-28,6MOst484piqXpzPPRRe8i5,2083756,15UsOTVnJzReFVN1VCnxy4
Beg for You (feat. Rina Sawayama),"Charli xcx, Rina Sawayama","hyperpop, art pop, ",Pop,Beg For You (feat. Rina Sawayama),2022-01-27,50ZFpw2wS6ERvLmW8TINhq,1087923,"25uiPmTg16RbhZWAqwLBy5, 2KEqzdPS7M5YwGmiuPTdr5"
Numb Little Bug,Em Beihold,,,Numb Little Bug,2022-01-28,3o9kpgkIcffx0iSwxhuNI2,95711859,7o2ZQYM7nTsaVdkXY38UAA
The Night We Met,Lord Huron,,,Strange Trails,2015-04-06,3hRV0jL3vUpRrcy398teAU,80629088,6ltzsmQQbmdoHHbLZ4ZN25
Still Don't Know My Name,Labrinth,,,Euphoria (Original Score from the HBO Series),2019-10-04,6N22FZs2ZhPBYi3b9XPajV,27732387,2feDdbD5araYcm6JhFHHw7
Lose Yourself,Eminem,"rap, hip hop",Hip Hop,Just Lose It,2004-01-01,1v7L65Lzy0j0vdpRjJewt1,277068852,7dGJo4pcD2V6oG8kP0tJRR
Brividi,"Mahmood, BLANCO",,,Brividi,2022-02-02,1ZMGp9MTXbtAPvcKa0U3zS,49130179,"06nvjg4wBANK6DCHjqtPNd, 1MRiIeZbc0cRuxOafDUCtH"
INSUPERABILE,Rkomi,italian trap,Hip Hop,TAXI DRIVER,2022-02-02,0GsZZWhBMIQXAmPYPJ3PRQ,5373057,056KMTw6IztdQjBmFfVyO3
Ciao Ciao,La rappresentante di lista,,,Ciao Ciao,2022-02-02,0jLeyuu6mtsD384054xLah,6332400,0YmQyGKpZgGSDxsC8iEGQU
Cigarettes,Juice WRLD,"melodic rap, emo rap",Hip Hop,Fighting Demons (Extended Edition),2021-12-10,1kBMIYqe0ILRUJZ7K2PV0k,33718134,4MCBfE4596Uoi2O4DtmEMz
O Forse Sei Tu,Elisa,italian singer-songwriter,Folk/Acoustic,Ritorno Al Futuro / Back To The Future,2022-02-03,6KmAKMya9pOL5RUl0FS46a,4559443,2ARH58Hit3yC6ziGdhma23
farfalle,sangiovanni,,,farfalle,2022-02-03,5HujDMiRNqZwEzVAh3oFD3,4376187,7dL0nOHwnSAsNAwpkPSGWP
Do We Have A Problem?,"Nicki Minaj, Lil Baby",,,Do We Have A Problem?,2022-02-04,1PNs0uGru3TcrA94kpyGnc,16787475,"0hCNtLu0JehylgoiP8L4Gh, 5f7VJjfbwm532GiveGC0ZK"
she's all i wanna be,Tate McRae,,,i used to think i could fly,2022-05-27,7l9IqDtVWJurTvkQHq1BGh,194438124,45dkTj5sMRSjrmBSBeiHym
Black Summer,Red Hot Chili Peppers,"funk rock, alternative rock, rock",Rock,Unlimited Love,2022-04-01,2a5cbTg2UIi784t9E2wT35,8869485,0L8ExT028jH3ddEcZwqJJ5
SAOKO,ROSALÍA,latin,Latin,MOTOMAMI,2022-03-18,2FYGZDfsAnNsrm1gVbyKnG,26840365,7ltDVBr6mKbRvohxheJ9h1
emo girl (feat. WILLOW),"mgk, WILLOW",,,mainstream sellout,2022-03-25,3tBZ60j1jQ7NJm8IjelyQe,10298322,"6TIYQ3jFPwQSRmorSezPxX, 3rWZHrfrsPBxVy692yAIxF"
Don't Play That,"King Von, 21 Savage","drill, ",Hip Hop,Don't Play That,2022-02-04,6BczFLHW9aIf9aWn5NFuNL,5228235,"6QtgPSJPSzcnn7dPZ4VINp, 1URnnhqYAYcrqrcwql10ft"
I'm Tired - From  Euphoria  An Original HBO Series,Labrinth,,,Yeh I Fuckin' Did It / I'm Tired (From  Euphoria  An Original HBO Series),2022-02-04,2QH0jR41d11GTubjRSRdJo,2660381,2feDdbD5araYcm6JhFHHw7
Ovunque Sarai,Irama,,,Ovunque Sarai,2022-02-03,0hluyTCTSua59xYuIRqpe5,8423888,5iot8OPcosJN9nCl7I5SdK
Malvada,Zé Felipe,"piseiro, sertanejo, arrocha, agronejo, forró, sertanejo universitário","Country, Latin",Malvada,2022-01-28,7gVzhRCrLRUBEGdS7zNTp0,55338675,7cmuxPnXRJxwuYDHfbD8Eu
Doja,"$NOT, A$AP Rocky",rap,Hip Hop,Ethereal,2022-02-11,3YFnfm9z8RmPFIZ7C16u4e,6626024,"5IbEL2xjRtKsunfmsahLuO, 13ubrt8QOOCPljQ2FL1Kca"
Dove Si Balla,Dargen D'Amico,,,Dove Si Balla,2022-02-02,3FVa0R2evbgjVOd3bejudr,1570695,7muPB2GhV0sEg2K1Fgj0Xm
Jetlag (feat. The Plug),"Malik Montana, DaChoyce, SRNO, The Plug",grime,Electronic,Jetlag (feat. The Plug),2022-02-06,2jG3STVcZ9fjYlhXPi7nJ1,1603221,"1Kjs5u8GQf6zCFdTj6SI9E, 6nStjcAtMWhraEtrTrePkl, 0Kwf0zcciIFGLCKiqNcO6Q, 5r3fI2q1YU3QyVP7oncOQ9"
Mount Everest,Labrinth,,,Imagination & the Misfit Kid,2019-11-22,1ZdhOMWyFR8Iv9eylMGYg2,99971504,2feDdbD5araYcm6JhFHHw7
When I R.I.P.,Labrinth,,,Euphoria (Original Score from the HBO Series),2019-10-04,2t16D9V5FmmRAJjsSpwvZf,18726515,2feDdbD5araYcm6JhFHHw7
Gospel (with Eminem),"Dr. Dre, Eminem","g-funk, gangster rap, west coast hip hop, hip hop, rap",Hip Hop,Gospel (with Eminem),2022-02-04,3a2jFwnts4Cf0OwJbK61SL,5028590,"6DPYiyq5kWVQS4RGwxzPC7, 7dGJo4pcD2V6oG8kP0tJRR"
Forever,Labrinth,,,Euphoria (Original Score from the HBO Series),2019-10-04,6potEImiklXkwD9qFzpu15,21886352,2feDdbD5araYcm6JhFHHw7
Si Estuviésemos Juntos,Bad Bunny,"reggaeton, trap latino, latin, urbano latino",Latin,X 100PRE,2018-12-23,35wvL50xvKpCHEJPxLOLPI,4890660,4q3ewBCX7sLwd24euuV69X
La Santa,"Bad Bunny, Daddy Yankee","reggaeton, trap latino, latin, urbano latino",Latin,YHLQMDLG,2020-02-29,69vlMrzHwATKzupwNcUPyK,82385304,"4q3ewBCX7sLwd24euuV69X, 4VMYDCV2IEDYJArk749S6m"
Stay Alive (Prod. SUGA of BTS),Jung Kook,k-pop,Pop,Stay Alive (Prod. SUGA of BTS),2022-02-11,7CAdT0HdiQNlt1C7xk2hep,49223500,6HaGTQPmzraVmaVxvz6EUc
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift","soft pop, ",Pop,The Joker And The Queen (feat. Taylor Swift),2022-02-11,6N1K5OVVCopBjGViHs2IvP,35739243,"6eUKZXaKkcviH0Ku9w2n3V, 06HL4z0CvFAxyc27GXpf02"
City of Gods,"Fivio Foreign, Kanye West, Alicia Keys","brooklyn drill, new york drill, drill, uk drill, rap, r&b, neo soul","Hip Hop, R&B, Pop",City of Gods,2022-02-11,4huBDGP4I3S0pYI0EaRN1c,22636945,"14CHVeJGrR5xgUGQFV5BVM, 5K4W6rqBFWDnAN6FQUkS6x, 3DiDSECUqqY1AuBP8qtaIa"
Boyfriend,Dove Cameron,,,Boyfriend,2022-02-11,59CfNbkERJ3NoTXDvoURjj,304651042,2W8yFh0Ga6Yf3jiayVxwkE
MAMIII,"Becky G, KAROL G","reggaeton, latin, urbano latino",Latin,ESQUEMAS,2022-05-13,7FlQk2gJ6TBrHHiidvdR2O,512627407,"4obzFoKoKRHIphyHzJ35G3, 790FomKkXshlbRYZFtlgla"
Bussin,"Nicki Minaj, Lil Baby",,,Bussin,2022-02-11,7lcI4X8RZxK4zIknJcwpBq,5146734,"0hCNtLu0JehylgoiP8L4Gh, 5f7VJjfbwm532GiveGC0ZK"
Celebrity Skin,Doja Cat,,,Celebrity Skin,2022-02-11,66bLKGXOk3kPWWHP7Tbrki,1091350,5cj0lLjcoR7YOSnhnX0Po5
Worst Day,Future,rap,Hip Hop,Worst Day,2022-02-11,70pwY1UfPmSVE3ybPjFy0p,2644480,1RyvyyTE3xzB2ZywiAwp0i
Pensando a lei,Shiva,italian trap,Hip Hop,Pensando a lei,2022-02-11,4Yi4RRhp3nfKR1FDbXlHBp,906241,2K5nCggbhSZ00YCYP5qkZS
Still D.R.E.,"Dr. Dre, Snoop Dogg","g-funk, gangster rap, west coast hip hop, hip hop, rap",Hip Hop,2001,1999-11-16,503OTo2dSqe7qk76rgsbep,106867195,"6DPYiyq5kWVQS4RGwxzPC7, 7hJcb9fa4alzcOq3EaNPoG"
NEW MAGIC WAND,Tyler The Creator,,,IGOR,2019-05-17,0fv2KH6hac06J86hBUTcSf,18546216,4V8LLVI7PbaPR0K2TGSxFF
The Next Episode,"Dr. Dre, Snoop Dogg","g-funk, gangster rap, west coast hip hop, hip hop, rap",Hip Hop,2001,1999-11-16,4LwU4Vp6od3Sb08CsP99GC,15773986,"6DPYiyq5kWVQS4RGwxzPC7, 7hJcb9fa4alzcOq3EaNPoG"
In Da Club,50 Cent,east coast hip hop,Hip Hop,Get Rich Or Die Tryin',2003-02-06,7iL6o9tox1zgHpKUfh9vuC,66287722,3q7HBObVc0L8jNeTe5Gofh
California Love - Original Version,"2Pac, Roger, Dr. Dre","gangster rap, west coast hip hop, g-funk, hip hop, quiet storm, rap","Hip Hop, R&B",Greatest Hits,1998-01-01,3ia3dJETSOllPsv3LJkE35,5671702,"1ZwdS5xdxEREPySFridCfh, 3GMoVpWJy4smKuxFuFTwXC, 6DPYiyq5kWVQS4RGwxzPC7"
Forgot About Dre,"Dr. Dre, Eminem","g-funk, gangster rap, west coast hip hop, hip hop, rap",Hip Hop,2001,1999-11-16,7iXF2W9vKmDoGAhlHdpyIa,2879370,"6DPYiyq5kWVQS4RGwxzPC7, 7dGJo4pcD2V6oG8kP0tJRR"
HUMBLE.,Kendrick Lamar,"hip hop, west coast hip hop",Hip Hop,DAMN.,2017-04-14,7KXjTSCq5nL1LoYtL7XAwS,7133190,2YZyLoL8N0Wb9xBt1NhZWg
Stan,"Eminem, Dido","rap, hip hop, ",Hip Hop,The Marshall Mathers LP,2000-05-23,3UmaczJpikHgJFyBTAJVoz,47713425,"7dGJo4pcD2V6oG8kP0tJRR, 2mpeljBig2IXLXRAFO9AAs"
Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD","rap, hip hop, melodic rap, emo rap",Hip Hop,Music To Be Murdered By,2020-01-17,7FIWs0pqAYbP91WWM0vlTQ,45581826,"7dGJo4pcD2V6oG8kP0tJRR, 4MCBfE4596Uoi2O4DtmEMz"
Lover,Taylor Swift,,,Lover,2019-08-23,1dGr1c8CrMLDpV6mPbImSI,4905093,06HL4z0CvFAxyc27GXpf02
Just the Way You Are,Bruno Mars,,,Doo-Wops & Hooligans,2010-05-11,7BqBn9nzAq8spo5e7cZ0dJ,32458306,0du5cEVh5yTK9QJze8zA0C
Thinking out Loud,Ed Sheeran,soft pop,Pop,x (Wembley Edition),2013-00-00,1Slwb6dOYkBlWal1PGtnNg,861870,6eUKZXaKkcviH0Ku9w2n3V
Unstoppable,Sia,,,This Is Acting,2016-01-29,2J2Z1SkXYghSajLibnQHOa,312877534,5WUlDfRSoLAfcVSX1WnrxN
Arabic Kuthu - Halamithi Habibo (From  Beast ),"Anirudh Ravichander, Jonita Gandhi","tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop, bollywood, hindi pop, desi","Hip Hop, Pop",Arabic Kuthu - Halamithi Habibo (From  Beast ),2022-02-14,6yvxu91deFKt3X1QoV6qMv,5109531,"4zCH9qm4R2DADamUHMCa6O, 00sCATpEvwH48ays7PlQFU"
Nail Tech,Jack Harlow,,,Come Home The Kids Miss You,2022-05-06,3ioJs8DQw527GmqJIp5gZG,90238717,2LIk90788K0zvyj2JJVwkJ
Ya No Somos Ni Seremos,Christian Nodal,"banda, ranchera, mariachi, norteño, música mexicana, grupera",Latin,Ya No Somos Ni Seremos,2022-02-18,0UXlu64mDLvfzR8IXMz06J,61517706,0XwVARXT135rw8lyw1EeWP
Bad Habits (feat. Bring Me The Horizon),"Ed Sheeran, Bring Me The Horizon","soft pop, metalcore, emo, screamo, rock, post-hardcore, metal","Rock, Metal, Pop",Bad Habits (feat. Bring Me The Horizon),2022-02-08,7vrKEP66NdiQDPryPG6olO,1257665,"6eUKZXaKkcviH0Ku9w2n3V, 1Ffb6ejR6Fe5IamqA5oRUF"
DANÇARINA,"PEDRO SAMPAIO, Mc Pedrinho","funk, funk pop, brazilian funk, funk carioca, brega funk, brazilian pop","Hip Hop, Pop, R&B",CHAMA MEU NOME,2022-02-02,5zNxUkUW9WiV5oyg6gh2wB,95931225,"5wbf52LA6kcaboHSN6NEF1, 1etNnR2SdlelBQAICa2Q5m"
Geççek,Tarkan,"turkish pop, t-pop",Pop,Geççek,2022-02-17,7qT1uoiwvXEHSjaiHbw0n1,1007472,2yMN0IP20GOaN6q0p0zL5k
Love's Train,"Bruno Mars, Anderson .Paak, Silk Sonic",,,Love's Train,2022-02-14,60gTdTwaNtGAzIxKfeGVfJ,929343,"0du5cEVh5yTK9QJze8zA0C, 3jK9MiCrA42lLAdMGUZpwa, 6PvvGcCY2XtUcSRld1Wilr"
Depende,"Dj Guuga, Wesley Safadão, Zé Felipe","funk, piseiro, brega funk, brazilian funk, arrocha, forró, sertanejo, sertanejo universitário, agronejo","Country, Hip Hop, Pop, R&B, Latin",Depende,2022-01-21,1M5OUvKG03C0QtzvxRS4Zk,10868721,"1cNPXWhKfjI0fT5EMCnamR, 1AL2GKpmRrKXkYIcASuRFa, 7cmuxPnXRJxwuYDHfbD8Eu"
ABALO EMOCIONAL - Ao Vivo,Luan Santana,"sertanejo, sertanejo universitário, arrocha","Country, Latin",LUAN CITY AVENIDA AMARILDO SANTANA (Ao Vivo),2022-02-03,53RxHysDJ0cjugMcPymwja,18014821,3qvcCP2J0fWi0m0uQDUf6r
Yo Voy (feat. Daddy Yankee),Zion & Lennox,"reggaeton, latin",Latin,Motivando a la Yal,2004-05-04,5gflgO9EPbIBf16n5TKnQS,184898784,21451j1KhjAiaYKflxBjr1
Closer,"The Chainsmokers, Halsey",,,Closer,2016-07-29,7BKLCZ1jbUBVqRi2FVlTVw,8292609,"69GGBxA162lTqCwzJG5jLp, 26VFTg2z8YR0cCuwLzESi2"
In the End,Linkin Park,"nu metal, rap metal, rock, alternative metal","Metal, Rock",Hybrid Theory (Bonus Edition),2000-10-24,60a0Rd6pjrkxjPbaKzXjfq,2302655,6XyY86QOPPrYVGvF9ch6wz
Una Noche en Medellín,Cris Mj,"reggaeton chileno, chilean trap, chilean mambo, reggaeton","Latin, Hip Hop",Una Noche en Medellín,2022-01-21,1O2pcBJGej0pmH2Y9XZMs6,450179365,1Yj5Xey7kTwvZla8sqdsdE
La Zona,Bad Bunny,"reggaeton, trap latino, latin, urbano latino",Latin,YHLQMDLG,2020-02-29,5kqNIqFjijuzvVLhuY9B8j,35925625,4q3ewBCX7sLwd24euuV69X
AHHH HA,Lil Durk,drill,Hip Hop,AHHH HA,2022-02-22,54VFhe501kUbDYj2OrueMp,1653650,3hcs9uc56yIGFCSy9leWe7
Something Just Like This,"The Chainsmokers, Coldplay",,,Memories...Do Not Open,2017-04-07,6RUKPb4LETWmmr3iAEQktW,103647696,"69GGBxA162lTqCwzJG5jLp, 4gzpq5DPGxSnKTe4SA8HAU"
Botadinha Saliente,Rogerinho,"piseiro, arrocha, forró, pagode baiano, brega funk, brega","Country, Pop, Latin",Botadinha Saliente,2022-01-28,0qYW2jULeN9giEty0ee9Fy,13647915,5JbQpbeFaKfuZVFzKwaawP
Freaky Deaky,"Tyga, Doja Cat",,,Freaky Deaky,2022-02-25,3vySEUpD0tc801F2WZDLYw,27848805,"5LHRHt1k9lMyONurDHEdrp, 5cj0lLjcoR7YOSnhnX0Po5"
Dancing Feet (feat. DNCE),"Kygo, DNCE","tropical house, ",Electronic,Dancing Feet (feat. DNCE),2022-02-25,4RAR8g8fZNB106ezUurnE0,1021251,"23fqKkggKUBHNkbKtXEls4, 6T5tfhQCknKG4UnH90qGnz"
CHICKEN TERIYAKI,ROSALÍA,latin,Latin,MOTOMAMI,2022-03-18,6hH6QJ9ZAO0Z6m7PfvLoXW,6156465,7ltDVBr6mKbRvohxheJ9h1
King,Florence + The Machine,baroque pop,Pop,King,2022-02-23,1VSngtLdJhrlfHkLxTyOXK,842986,1moxjboGR7GNWYIMWsRjgG
Jordan,Ryan Castro,reggaeton,Latin,Jordan,2022-05-24,6y8z28epOv5FlaxDv1Lo5B,206669090,7j6DKwmjbxvpQO8h914uEz
All For Us,"Labrinth, Zendaya",,,Imagination & the Misfit Kid,2019-11-21,76YSWx6L6FNsuaP6GWBb8P,45378752,"2feDdbD5araYcm6JhFHHw7, 6sCbFbEjbYepqswM1vWjjs"
Não Vou Te Bloquear - Ao vivo,"Mc Don Juan, Tarcísio do Acordeon, DG e Batidão Stronda","funk, funk consciente, brazilian funk, trap funk, piseiro, forró, arrocha, sertanejo, seresta, brega","Country, Hip Hop, R&B, Latin, Electronic",Summer (EP 1) [Ao vivo],2021-11-05,5yRgMxdDhdYlbUQNCOlW3o,1562912,"7Lmrb6KcIzfkmgbtokjsAL, 48HORs6F9P7IgdyKrk4MZC, 7gIeuq2qBfYhO1budb6TSQ"
Black Lança (Catucando Gostosinho),"MC Teteu, Dj Serpinha","funk, brazilian funk","Hip Hop, R&B",Black Lança (Catucando Gostosinho),2021-12-03,3qmdfYpfvKRIXmWaLllHZ3,797260,"6ulkDr2Bnu7Qlbrs5iDOF1, 17CbKzT0I4256iVuPvrZXr"
Eu Já Tava Bem - Ao Vivo,Wesley Safadão,"forró, sertanejo, piseiro, arrocha, sertanejo universitário","Country, Latin",WS On Board (Ao Vivo),2022-01-07,5lCAtKxkZL6tFDyGX9t87j,1512112,1AL2GKpmRrKXkYIcASuRFa
DARARI,TREASURE,k-pop,Pop,THE SECOND STEP : CHAPTER ONE,2022-02-15,0dcnrLo8s1rhjm8euGjI4n,35101227,3KonOYiLsU53m4yT7gNotP
I’m Tired (with Zendaya) - Bonus Track,"Labrinth, Zendaya",,,I’m Tired (with Zendaya) - Bonus Track,2022-02-28,6LtHYDgYHRCHoKK3snfr2w,42620406,"2feDdbD5araYcm6JhFHHw7, 6sCbFbEjbYepqswM1vWjjs"
Revenge,XXXTENTACION,emo rap,Hip Hop,17,2017-08-25,5TXDeTFVRVY7Cvt0Dw4vWW,218306508,15UsOTVnJzReFVN1VCnxy4
Star Shopping,Lil Peep,"emo rap, cloud rap",Hip Hop,Star Shopping,2015-00-00,30bqVoKjX479ab90a8Pafp,4521867,2kCcBybjl3SAtIcwdWpUe3
Somebody That I Used To Know,"Gotye, Kimbra",,,Making Mirrors,2011-01-01,1qDrWA6lyx8cLECdZE7TV7,3768284,"2AsusXITU8P25dlRNhcAbG, 6hk7Yq1DU9QcCCrz9uc0Ti"
Chale,Eden Muñoz,"banda, corrido, norteño, corridos bélicos, corridos tumbados, música mexicana",Latin,Chale,2022-02-18,74WROFXsox6wkeUrEK2DS6,78318444,1gJdf4Yybu4X5A2xYV3NMV
"Residente: Bzrp Music Sessions, Vol. 49","Bizarrap, Residente","argentine trap, trap latino, urbano latino, latin hip hop","Hip Hop, Latin","Residente: Bzrp Music Sessions, Vol. 49",2022-03-03,2dG9k8jtnkjzJjUToz9i9i,25147778,"716NhGYqD1jl2wI1Qkgq36, 5GcWBUX00IPuWVGMIRK1sS"
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran","pop, soft pop",Pop,Familia,2022-04-07,2DB4DdfCFMw1iaR6JaR03a,559339569,"4nDoRrQiYLoBzwC5BhVJzF, 6eUKZXaKkcviH0Ku9w2n3V"
attention (with Justin Bieber),"Omah Lay, Justin Bieber","afrobeats, afrobeat, afropop, afropiano, afro soul, alté, afroswing, ","R&B, Traditional music, Pop",attention (with Justin Bieber),2022-03-03,6tTeRmhhuwDl5Y4UiJdHuO,7741194,"5yOvAmpIR7hVxiS6Ls5DPO, 1uNFoZAHBGtllmzznpCI3s"
ay! (feat. Lil Wayne),"mgk, Lil Wayne","rap, hip hop",Hip Hop,mainstream sellout,2022-03-25,1T4tQ4SSagbhAKpvcWg035,8370965,"6TIYQ3jFPwQSRmorSezPxX, 55Aa2cqylxrFIXC767Z865"
Starlight,Dave,"grime, uk drill, drill","Hip Hop, Electronic, Pop",Starlight,2022-03-03,531KGXtBroSrOX9LVmiIgc,82300930,6Ip8FS7vWT1uKkJSweANQK
Elliot's Song - From  Euphoria  An HBO Original Series,"Dominic Fike, Zendaya",,,Elliot's Song (From  Euphoria  An HBO Original Series),2022-03-04,7JIIY2oDPFkURYMCLJuzhe,5402370,"6USv9qhCn6zfxlBQIYJ9qs, 6sCbFbEjbYepqswM1vWjjs"
Last Call,Khalid,,,Last Call,2022-03-03,7k0wVBW3cvV6Xmb87JikIf,1132010,6LuN9FCkKOj5PcnpouEgny
Sehnsucht,"Miksu / Macloud, t-low",german hip hop,Hip Hop,Sehnsucht,2022-03-04,1W1N3usYjgI3XGQA0iX9Vq,2583954,"76dRoxKtDwYkgCQePok9cU, 3tQzzidoPfVifoURnDfgmD"
Fils de joie,Stromae,french pop,Pop,Multitude,2022-03-03,6w2jx3gzQAtoKP22czcANv,964672,5j4HeCoUlzhfWtjAfM1acR
Santé,Stromae,french pop,Pop,Multitude,2022-03-03,3Mcxi78U3lCjt8DMKa6YY4,832808,5j4HeCoUlzhfWtjAfM1acR
showdown,shadowraze,"phonk, hyperpop","Pop, Hip Hop",showdown,2022-03-04,48fzAdCxamFYCHNXXLk6zn,1643780,0TO6y1x0LQodwBnxGtQu9o
Invaincu,Stromae,french pop,Pop,Multitude,2022-03-03,2GiZ3sC2p1Cc2t2gbdMKsN,806715,5j4HeCoUlzhfWtjAfM1acR
this is what falling in love feels like,JVKE,,,this is what falling in love feels like,2021-09-03,4UG2Fm0E98LhE2dlNxiAXx,32654893,164Uj4eKjl6zTBKfJLFKKK
Envolver,Anitta,"brazilian pop, funk pop, funk carioca, funk, pagode baiano","Pop, R&B, Hip Hop, Latin",Versions of Me,2022-04-12,3FkeNbs9Zeiqkr3WkbOiGp,347409580,7FNnA9vBm6EKceENgCGRMb
Demasiadas Mujeres,C. Tangana,flamenco,Latin,El Madrileño,2021-02-26,3GaGWoU1KfVqgl7vnRHP55,76700067,5TYxZTjIPqKM8K8NuP9woO
Hati-Hati di Jalan,Tulus,"indonesian pop, indonesian indie","Rock, Pop",Manusia,2022-03-03,2hHeGD57S0BcopfVcmehdl,37071993,2iDVt6mFbtbDEZG5ax0dTi
Something In The Way - Remastered,Nirvana,"grunge, rock",Rock,Nevermind (30th Anniversary Super Deluxe),1991-09-24,2WL6GQzPuK9Nrpy9XwNEbz,88095740,6olE6TJLqED3rqDCT0FyPh
O.O,NMIXX,k-pop,Pop,AD MARE,2022-02-22,1m2PksrrMpIev63uPxT1V0,5210211,28ot3wh4oNmoFOdVajibBl
Monëy so big,Yeat,rage rap,Hip Hop,Up 2 Më,2021-09-10,7BbaIYAdi3pg4MGl6PHwPv,21360368,3qiHUAX7zY4Qnjx8TNUzVx
Thinking with My Dick (feat. Juicy J),"Kevin Gates, Juicy J","memphis rap, crunk",Hip Hop,Stranger Than Fiction,2013-07-16,1ojBtNRMzjL7ptLPZCzfRz,14099168,"1gPhS1zisyXr5dHTYZyiMe, 5gCRApTajqwbnHHPbr2Fpi"
Sweetest Pie,"Megan Thee Stallion, Dua Lipa",pop,Pop,Traumazine,2022-08-12,3JXF3LsUjyDIHjuwhXxdjo,166381319,"181bsRPaVXVlUKXrxwZfHK, 6M2wZ9GZgrQXHCFfjv46we"
"OPEN A WINDOW (feat. Tyler, The Creator)","Rex Orange County, Tyler The Creator","bedroom pop, ",Pop,WHO CARES?,2022-03-11,1TDeDFUYHjZKLsO6bzoVg1,1988365,"7pbDxGE6nQSZVfiFdq9lOL, 4V8LLVI7PbaPR0K2TGSxFF"
Bones,Imagine Dragons,,,Mercury - Acts 1 & 2,2022-07-01,54ipXppHLA8U4yqpOFTUhr,449833051,53XhwfbYqKCa1cC15pYq2q
iPad,The Chainsmokers,,,iPad,2022-03-11,40mxAPW0mpgZ4EGPWiFxt9,993456,69GGBxA162lTqCwzJG5jLp
Zeit,Rammstein,"industrial metal, metal, industrial rock, industrial","Rock, Metal",Zeit,2022-04-29,2KsHzM4L7ThhNJB6MHXkPx,1878781,6wWVKhxIU2cEi0K81v7HvP
